stand,latcoord,longcoord
1,50.045274444444445,8.318709722222222
2,50.04508055555555,8.318751111111112
3,50.04485472222222,8.318795416666667
4,50.04463694444445,8.318836666666666
5,50.045357777777774,8.319724583333333
6,50.045162777777776,8.319761111111111
7,50.04493861111111,8.319804444444443
8,50.044691111111106,8.31985388888889
9,50.045431388888886,8.320640972222222
10,50.04523583333333,8.320678749999999
11,50.04501166666667,8.320718472222222
12,50.04478111111111,8.320763611111111
13,50.04547097222222,8.321110833333332
14,50.04527597222222,8.321148888888889
15,50.04505208333333,8.321193472222221
16,50.04481902777778,8.321238055555554
17,50.04554374999999,8.321998888888889
18,50.04535,8.322040277777777
19,50.045125416666664,8.322084583333332
20,50.04487694444444,8.322134444444444
21,50.04558263888889,8.32247625
22,50.04538708333333,8.322510972222222
23,50.045165555555556,8.322554861111112
24,50.04491958333333,8.322606944444445
25,50.0456887037037,8.323422685185186
26,50.045462083333334,8.323446666666666
27,50.04524305555555,8.323484444444444
28,50.04499305555555,8.323527777777777
29,50.04574597222222,8.3238775
30,50.04550722222222,8.324019166666666
31,50.04529125,8.324103194444444
32,50.044991296296296,8.324127777777777
33,50.04592791666666,8.32475763888889
34,50.04572152777777,8.32487763888889
35,50.04551333333333,8.324994583333332
36,50.04528472222222,8.325123472222222
37,50.04605458333333,8.325274166666667
38,50.04584472222222,8.325394583333333
39,50.04563888888889,8.325514722222222
40,50.0454125,8.325646527777778
RMP-A,50.04472990740741,8.320031296296296
RMP-B,50.04492453703704,8.325065462962963
RMP-C,50.046246249999996,8.327970763888889
