stand,latcoord,longcoord
A01,50.87494222222222,7.122754861111111
A03,50.875256666666665,7.121596805555555
A10,50.87494222222222,7.123029027777777
A11,50.87500083333333,7.122826944444444
A12,50.87511263888889,7.122483472222222
A14,50.87528125,7.121976666666666
A16,50.875449027777776,7.1214587499999995
A17,50.87554166666666,7.121158194444444
A18,50.87562291666667,7.120919444444445
A20,50.87574708333334,7.120438194444445
A21,50.87581972222222,7.120199722222222
A24x,50.87614875,7.120081527777778
B10,50.87833902777778,7.124646666666666
B11,50.8781775,7.124567638888888
B12,50.87795513888889,7.124458333333333
B14,50.87766722222222,7.12416
B16,50.87731472222222,7.124046388888888
B17,50.87706638888889,7.123963055555555
B18,50.87692777777778,7.123898333333333
B20,50.87646388888889,7.123711944444444
B21,50.87659333333333,7.123422222222222
B22,50.876107222222224,7.123538055555555
B23,50.87645111111111,7.123009444444444
B24,50.87640277777778,7.123013888888888
B26,50.876533333333334,7.122385277777777
B27,50.876636250000004,7.122259027777778
B28,50.876825000000004,7.1218322222222215
B29,50.877139722222225,7.121753055555555
B30,50.87726875,7.121665416666667
B40x,50.87676916666667,7.120675277777777
B42x,50.87677333333333,7.12008
B44x,50.87643388888889,7.120213611111111
B46x,50.87616305555556,7.119986388888888
C1,50.879396944444444,7.122988333333333
C2,50.879866944444444,7.123758888888888
C3,50.87964027777778,7.124281666666667
C4,50.87936,7.124741944444444
C5,50.879055,7.1250697222222215
C6,50.878728333333335,7.124655
C10,50.8797725,7.122093333333333
C12,50.880159444444445,7.1224075
C14,50.88046027777778,7.122735277777777
D10,50.88058527777778,7.1219423611111115
D11,50.88068027777778,7.121695555555555
D12,50.88081388888889,7.121379166666666
D14,50.881012222222225,7.120937083333333
D15,50.88111541666667,7.120707083333333
D16,50.8812525,7.120399305555555
D18,50.88145125,7.1199804166666665
D19,50.88156541666667,7.119737361111111
D20,50.881704166666665,7.119426805555555
D22,50.88194152777778,7.119058472222221
D23,50.882062222222224,7.1188087499999995
D24,50.88219041666667,7.118532083333333
D26,50.88253111111111,7.118104722222222
D28,50.88241027777778,7.117540555555555
D30,50.88265972222222,7.116149444444444
D32,50.883089166666664,7.116243055555556
D34,50.88323111111111,7.116811388888888
D36,50.883334166666664,7.117373333333333
D38,50.883454444444446,7.117908333333333
D40,50.88355333333333,7.118470277777777
D42,50.883673611111114,7.119065555555555
D50,50.88373708333333,7.119659444444444
D51,50.8835875,7.119857916666666
D52,50.88339,7.120082222222222
D53,50.88327986111111,7.120390972222221
D54,50.88317236111111,7.1206249999999995
D56,50.88299166666667,7.120979027777777
D57,50.88290083333334,7.121194444444444
D58,50.88271972222222,7.121560277777777
D60,50.88250055555556,7.122035277777777
D62,50.88226861111111,7.122550277777777
D64,50.882036666666664,7.123011944444444
V14,50.872194444444446,7.123611111111111
V13,50.87238888888889,7.123916666666666
V12,50.87255555555556,7.1242777777777775
V11,50.87277777777778,7.124555555555555
V10,50.87294444444444,7.124861111111111
V23,50.871916666666664,7.124027777777777
V22,50.87213888888889,7.124472222222222
V21,50.87238888888889,7.124888888888888
V20,50.872638888888886,7.125277777777777
V33,50.87136111111111,7.124916666666667
V32,50.871611111111115,7.12536111111111
V31,50.871833333333335,7.12575
V30,50.87202777777778,7.126277777777777
V44,50.870916666666666,7.125555555555555
V43,50.87116666666667,7.125972222222222
V42,50.87138888888889,7.126388888888888
V40,50.87155555555555,7.1267499999999995
V56,50.87038888888889,7.126388888888888
V530,50.87061111111111,7.1267499999999995
V50,50.87094444444445,7.127527777777777
V59,50.87013888888889,7.126694444444444
E09,50.87680375,7.126135833333333
E10,50.8766575,7.126349305555555
E12,50.87635708333333,7.126766666666667
E13,50.87621541666667,7.126972361111111
E14,50.87589986111111,7.127395972222222
E15,50.87575430555556,7.1276125
E16,50.875478333333334,7.127999722222222
E17,50.875295694444446,7.128278888888889
E20,50.87507930555556,7.128604861111111
E21,50.87485402777778,7.128927916666666
E22,50.87465513888889,7.129198055555555
E23,50.87437888888889,7.129587222222222
E24,50.87423513888889,7.129805972222222
E30,50.87390583333333,7.130270277777777
E31,50.87377277777777,7.1304590277777775
E32,50.87350027777778,7.130904583333333
E33,50.87326916666667,7.131220138888889
E34,50.873096527777776,7.1314706944444435
E36,50.87267638888889,7.132068333333333
E40,50.87234472222222,7.1325305555555545
E41,50.87220055555555,7.1327397222222215
E42,50.871938472222226,7.133165
E43,50.871710694444445,7.133499583333333
E44,50.87153930555556,7.133790972222222
E45,50.87124722222222,7.1342026388888895
E46,50.871093333333334,7.134421944444444
F20,50.869774722222225,7.136559444444445
F21,50.869594166666666,7.13682513888889
F22,50.869305833333335,7.137157083333333
F23,50.86909791666666,7.137455555555556
F24,50.86889319444444,7.137755972222223
F25,50.86860375,7.138141666666667
F26,50.86844694444444,7.1383663888888895
F31,50.86803388888889,7.139143888888889
F32,50.86763111111111,7.139905555555556
F34,50.867443055555555,7.138960833333334
W10,50.86934333333333,7.128623888888889
W12,50.86899416666667,7.129188055555555
W14,50.86859138888889,7.129679444444444
W16,50.868208611111115,7.13024361111111
W18,50.86781916666667,7.130808055555555
W20,50.867425833333336,7.1313691666666665
W22,50.86703361111111,7.131929444444444
W24,50.86662527777778,7.132464444444444
W26,50.86620777777778,7.132981666666666
W28,50.86568416666667,7.133452222222223
W30,50.86608694444445,7.133974722222223
W32,50.86632916666667,7.1347313888888895
W34,50.86653166666667,7.135512222222222
APRON-U,50.86817611111111,7.119769444444444
BW7,50.86692388888889,7.119505277777777
BW6,50.86608527777778,7.119861111111111
BW5,50.86501388888889,7.120283333333333
BW4,50.86400555555556,7.120855555555555
BW-T3,50.86304638888889,7.121083333333333
BW3,50.862879722222225,7.119911111111111
BW2,50.862185277777776,7.1201888888888885
BW1,50.862430555555555,7.121152777777778
MIL-APRON-Z,50.85724611111111,7.126418749999999
