stand,latcoord,longcoord
S1,49.21825944444445,7.112353333333333
S2,49.21837472222222,7.112923055555555
S3,49.21850361111111,7.113492777777777
S4,49.21859833333333,7.114073055555555
S5,49.21872055555556,7.114653333333333
N1,49.21825944444445,7.112353333333333
N2,49.21837472222222,7.112923055555555
N3,49.21850361111111,7.113492777777777
N4,49.21859833333333,7.114073055555555
N5,49.21872055555556,7.114653333333333
N6,49.21805611111111,7.11121361111111
GAT,49.21688805555556,7.1078162962962965
MAINT,49.21938194444445,7.116153055555555
