stand,latcoord,longcoord
AIS,51.119373333333336,9.282532222222223
HNG3,51.12036013888889,9.285506319444444
HNG4,51.119365,9.285967777777778
HNG5,51.11888509259259,9.288278796296296
HNG6,51.11898648148148,9.289966388888889
HNG8a,51.113389861111116,9.278995555555557
HNG8b,51.11256555555556,9.282242916666668
RMP1,51.11604486111111,9.291941111111111
RMP2,51.117826944444445,9.290957638888887
RMP3,51.117610694444444,9.289908611111112
RMP4,51.11820986111111,9.284331111111111
RMP5,51.113639444444445,9.281104027777777
RMP6,51.112148194444444,9.284920833333334
